,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score,Cluster,X,Y
992,数据标注,3-8K,经验不限，学历不限,6,加班补助，住房补贴，零食下午茶，餐补,凌晨科技,图片，2d图3d图,12,5.5,1,10,4,2,互联网,4,6,0.03876211316036259,3,4.0106535,0.540515
993,数据开发,15-16K,1-3年，中专/中技,12,,笛笛网络,脚本扫号器会写,12,15.5,3,7,0,1,游戏,4,5,0.09471709909346672,3,2.4525468,0.5872725
994,数据管理员,3-5K,经验不限，中专/中技,8,五险一金，团建聚餐，意外险，保底工资，年终奖，全勤奖，交通补助，通讯补贴，带薪年假，法定节假日三薪，高温补贴，定期体检,甘肃加吉速运有限公司,电商，企业服务,12,4.0,3,10,12,2,交通/运输,4,10,0.08471397311659891,3,2.245648,-2.7910407
995,DBA数据库工程师,15-20K·13薪,3-5年，本科,199,五险一金，定期体检，餐补，绩效奖金，带薪年假，住房补贴，节日福利，全勤奖，股票期权，团建聚餐，零食下午茶，生日福利,上海东尚信息,MySQL，SQL Server，TiDB，计算机相关专业，DBA工作经验,13,17.5,6,6,12,5,计算机软件,4,7,0.5292278837136606,0,-0.6966529,0.11358784
996,银行数据架构,30-35K,5-10年，本科,221,补充医疗保险，节日福利，定期体检，带薪年假，五险一金，加班补助,龙盈智达,大数据平台架构经验,12,32.5,6,5,6,1,互联网金融,4,9,0.6467646139418569,0,-2.1936543,2.2078826
997,高级数据科学家,15-30K,经验不限，本科,2,五险一金，零食下午茶，研发创新奖金，出差福利，绩效激励，团建，股票期权,牧原数字技术有限公司,数学/统计相关专业,12,22.5,6,10,7,1,计算机软件,10,10,0.2106908408877774,1,-0.36623096,-5.847887
998,数据项目经理,4-8K,经验不限，学历不限,5,节日福利，全勤奖，年终奖，零食下午茶，通讯补贴，加班补助，员工旅游,昊瀚,企业内部技术项目管理,12,6.0,1,10,7,1,游戏,4,6,0.04782744607689904,3,3.9401596,0.66573435
999,数据处理专员,3-4K,应届生，大专,221,带薪年假，五险一金,中琴科技,学习能力，综合素质,12,3.5,5,9,2,2,计算机软件,4,7,0.43388558924663956,0,-0.1319465,2.8113043
1000,数据采集,3-5K,1-3年，大专,4,,善利环保,测量/测绘工程师,12,4.0,5,7,0,1,环保,4,5,0.005626758361988113,2,1.2727997,0.70145553
1001,数据挖掘,20-40K,3-5年，本科,162,五险一金，加班补助，通讯补贴，餐补，定期体检，年终奖，零食下午茶，定期团建，锻炼身体，住房补贴，节日福利，交通补助，带薪年假,深圳计算科学研究...,C++，计算机相关专业,12,30.0,6,6,13,2,互联网,4,7,0.538293216630197,0,-1.6462449,1.0111651
1002,数据开发,30-40K·14薪,1-3年，本科,221,五险一金，股票期权，年终奖，带薪年假，免费班车，定期体检，补充医疗保险，交通补助,理想汽车,Spark，Scala，大数据,14,35.0,6,7,8,3,智能硬件,10,10,0.7139731165989373,1,-2.7093108,-4.1459465
1003,数据挖掘,3-5K,经验不限，大专,2,带薪年假，全勤奖，员工旅游，年终奖，餐补，五险一金，零食下午茶，交通补助，节日福利，加班补助,星泉玖州,计算机相关专业，数学/统计相关专业，大数据处理经验,12,4.0,5,10,10,3,数据服务,4,6,0.05439199749921849,2,1.5358853,-0.9231482
1004,数据文员,3-5K,1年以内，大专,11,,世纪青洋民大分公司,文员，收银员，理货员,12,4.0,5,8,0,3,批发/零售,4,5,0.02688340106283212,2,1.3393333,0.13605009
1005,数据标注工程师,4-6K,1-3年，大专,12,全勤奖，有无线网，员工旅游,数据加,数据标注,12,5.0,5,7,3,1,数据服务,4,7,0.04782744607689904,2,1.1167369,0.879265
1006,数据工程专家【2月北京专场】,20-40K·16薪,3-5年，本科,221,五险一金，交通补助，补充医疗保险，零食下午茶，员工旅游，免费班车，餐补，股票期权，节日福利，年终奖,阿里巴巴集团,数据仓库，ETL，SQL，Python，Shell，分布式技术,16,30.0,6,6,10,6,互联网,10,10,0.6974054391997501,1,-2.0392725,-3.3980541
1007,大数据售前咨询顾问,25-50K·15薪,10年以上，本科,221,六险一金，定期体检，交通补助，补充医疗保险，五险一金，加班补助，员工旅游，股票期权，带薪年假，年终奖，社团福利，零食下午茶，通讯补贴，节日福利,Kyligence,售前技术支持经验,15,37.5,6,4,14,1,计算机软件,9,7,0.7224132541419194,1,-3.017661,-2.1472397
1008,大数据开发工程师,18-28K·14薪,3-5年，本科,40,五险一金，定期体检，年终奖，股票期权，免费班车，包吃，节日福利，餐补，带薪年假，专利奖金,三一重工,数仓建设经验，Java，Hive，大数据开发经验，Hadoop,14,23.0,6,6,10,5,企业服务,10,10,0.3019693654266957,1,-1.4565243,-3.8942566
1009,数据标注 新余,3-4K,经验不限，大专,9,全勤奖，住房补贴,昆仑度科技,全职工作，标注方法优化，数据标注，标注数据分析,12,3.5,5,10,2,4,数据服务,4,8,0.0493904345107846,2,1.5320948,-0.45102024
1010,数据采集工程师,11-20K,1-3年，本科,162,五险一金，补充医疗保险，定期体检，节日福利，餐补，零食下午茶，双休，带薪年假，年终奖,鹏微,Java，大数据处理经验，Python,12,15.5,6,7,9,3,计算机软件,4,6,0.42513285401688033,0,-0.27088162,1.1089907
1011,数据算法实习生,200-300元/天,5天/周，硕士,111,五险一金，员工旅游，节日福利，零食下午茶,以及科技,搜索/推荐，智能营销/广告，智能驾驶，Python,12,7.5,7,10,4,4,电子商务,5,6,0.2738355736167552,2,0.6120211,1.2199732
1012,高级数据库工程师,18-25K,3-5年，本科,111,定期体检，绩效奖金，餐补，生日福利，股票期权，全勤奖，团建聚餐，五险一金,利欧信息,Docker，MySQL，PostgreSQL，计算机相关专业,12,21.5,6,6,8,4,环保,4,7,0.37261644263832455,4,-0.33599898,0.09276946
1013,数据标注专员,4-6K,经验不限，中专/中技,3,,浙江中导北斗,全职工作，标注结果整理，数据标注，图片标注，文本标注,12,5.0,3,10,0,5,计算机软件,4,5,0.0243826195686152,3,2.7770035,-0.5226458
1014,大数据开发,20-40K·13薪,3-5年，本科,221,五险一金，股票期权，带薪年假,热汗科技,Java，Spark，Storm，大数据开发经验，数仓建设经验,13,30.0,6,6,3,5,电子商务,4,6,0.6205064082525789,0,-1.2319587,0.6525608
1015,数据标注专员,2-4K,经验不限，学历不限,8,,安阳半山,全职工作，数据标注，图片标注，区域标注，描点标注,12,3.0,1,10,0,5,数据服务,4,7,0.02500781494216945,3,4.068308,-0.78049713
1016,数据治理专家,25-50K·14薪,5-10年，本科,221,股票期权，带薪年假，员工旅游，零食下午茶，包吃，五险一金，免费班车，年终奖，定期体检，节日福利，补充医疗保险，餐补,京东振世,数据仓库，数据治理，大数据，网络安全,14,37.5,6,5,12,4,互联网,4,10,0.7202250703344796,0,-1.9375716,-0.3655663
1017,大数据开发,18-30K·13薪,3-5年，本科,199,年终奖，带薪年假，补充医疗保险，定期体检，五险一金,谷武0,Java，SQL，Flink，计算机相关专业，大数据开发经验,13,24.0,6,6,5,5,其他专业服务,4,10,0.564864020006252,0,-0.92883754,-0.039461166
1018,数据研发专家,35-50K·16薪,5-10年，本科,22,团建聚餐，绩效奖金，股票期权，交通补助，包吃，零食下午茶，餐补，住房补贴，节假日加班费，补充医疗保险，法定节假日三薪，五险一金，免费班车，意外险，带薪年假，员工旅游，定期体检，加班补助，节日福利，年终奖,蚂蚁金服,数据模型，Hadoop，HIVE，风控建模,16,42.5,6,5,20,4,互联网,4,10,0.4138793372929041,0,-2.0028217,-0.19316344
1019,数据库架构师,13-20K,5-10年，本科,199,,上海展酷,大数据平台架构经验，大数据处理经验，SQLServer，数据集成,12,16.5,6,5,0,4,企业服务,4,6,0.4682713347921226,0,-0.60651743,0.9220171
1020,数据标注员,3-6K,经验不限，中专/中技,4,,莘县鑫辰数据服务...,全职工作，标注方法优化，数据标注，标注数据分析,12,4.5,3,10,0,4,数据服务,4,5,0.020006251953735506,3,2.7479055,-0.24832718
1021,数据库开发工程师,200-250元/天,3天/周，本科,162,年终奖，定期体检，餐补，股票期权，加班补助，零食下午茶，员工旅游，补充医疗保险，节日福利，五险一金,华为,C++,12,6.5,6,10,10,1,计算机软件,4,10,0.3885589246639575,2,0.31797376,1.4326311
1022,大数据开发工程师,20-35K·14薪,经验不限，本科,60,加班补助，定期体检，年终奖，带薪年假，员工旅游，股票期权，绩效奖金，团建聚餐，交通补助，五险一金，定期体检，餐补，生日福利，零食下午茶，节日福利，有无线网，补充医疗保险,领行科技,Python，Hive，Spark，ETL开发经验，大数据开发经验,14,27.5,6,10,17,5,互联网,7,9,0.3882463269771804,4,-0.32471463,-2.4652653
1023,大数据开发工程师,15-20K·13薪,3-5年，本科,60,年终奖，交通补助，补充医疗保险，带薪年假，免费班车，零食下午茶，五险一金，餐补，股票期权，通讯补贴，定期体检，节日福利,苏宁IT,Java，大数据,13,17.5,6,6,12,2,互联网,10,10,0.29759299781181614,1,-1.4251331,-4.9430714
1024,数据统计专员,5-6K,1-3年，本科,11,,炫影装饰,统计报账员,12,5.5,6,7,0,1,广告/公关/会展,4,6,0.03657392935292276,2,1.0767854,0.82167053
1025,数据统计专员,3-4K,1-3年，本科,2,包吃,东焕机械,互联网企业经验,12,3.5,6,7,1,1,机械设备/机电/重工,4,6,0.009377930603313503,2,1.0984367,0.72207516
1026,数据标注专员,3-8K,经验不限，学历不限,9,,乐云科技,全职工作，标注结果整理，数据标注，标注数据分析,12,5.5,1,10,0,4,数据服务,4,6,0.036261331666145646,3,4.0749464,-0.407404
1027,地图数据工程师,4-5K,经验不限，大专,61,生日会，带薪培训，加班补助，节日福利，全勤奖，年终奖，餐补,谱蓝科技,地图导航,12,4.5,5,10,7,1,互联网,4,8,0.16255079712410125,2,1.4522158,1.5159874
1028,数据仓库工程师,20-40K·15薪,1-3年，本科,221,节日礼品，餐饮及下午茶，零食下午茶，员工旅游，股票期权，免费健身设施，年终奖，带薪年假，家庭关爱假，家属自选保险，包吃，年度体检，弹性工作制，补充医疗保险，就近租房补贴，绩效奖金，五险一金，定期体检，团建聚餐，住房补贴,字节跳动,SQL，HIVE，Spark，Python,15,30.0,6,7,20,4,互联网,9,10,0.7224132541419193,1,-2.1006048,-3.4935706
1029,数据标注员,5-6K·13薪,经验不限，大专,199,年终奖，定期体检，员工旅游，零食下午茶，全勤奖，股票期权，餐补，五险一金，加班补助，带薪年假，节日福利,上海嘉略网络科技...,图片，文字，数据标注，运维,13,5.5,5,10,11,4,互联网,5,6,0.4467020944045014,0,0.17460379,1.7515851
1030,DBA（数据库工程师）,12-24K·14薪,经验不限，本科,111,五险一金，定期体检，年终奖，节日福利，带薪年假，加班补助,慧康物联网,DBA工作经验,14,18.0,6,10,6,1,计算机服务,4,8,0.35323538605814325,0,0.57117796,2.5153103
1031,数据标注员,3-6K,经验不限，高中,1,,贵州乘黄科技有限公司,全职工作，标注结果整理，数据标注，标注数据分析,12,4.5,4,10,0,4,专利/商标/知识产权,4,6,0.021881838074398228,3,2.1294978,-0.12541042
1032,数据标注员,3-6K,经验不限，高中,1,带薪年假，年终奖，全勤奖，加班补助,宇浩,语音标注，标注质检，文本标注，视频标注，图片标注,12,4.5,4,10,4,5,计算机服务,4,6,0.03844951547358548,3,2.0202885,-0.704076
1033,数据统计实习生,4-5K,经验不限，中专/中技,84,交通补助，五险一金，通讯补贴，年终奖，带薪年假，加班补助，免费班车，餐补,广州市嘉诚国际物...,五险一金,12,4.5,3,10,8,1,物流/仓储,10,9,0.23163488590184433,1,1.3610511,-6.5199137
1034,数据产品(J13287),16-30K·14薪,3-5年，本科,111,餐补，带薪年假，五险一金，定期体检，补充医疗保险,中华财险总部,搜索产品，市场调研，产品设计，Axure,14,23.0,6,6,5,4,互联网金融,4,10,0.3926226945920601,4,-0.63837975,-0.31230283
1035,数据开发工程师,12-16K·13薪,5-10年，本科,162,零食下午茶，补充医疗保险，员工旅游，定期体检，餐补，节日福利，年终奖，五险一金，加班补助，带薪年假,砾阳软件,Shell，Kettle，Spark，Impala，MapReduce,13,14.0,6,5,10,5,计算机软件,4,7,0.4263832447639888,0,-0.60443497,0.12784751
1036,GIS数据处理工程师,4-6K,经验不限，本科,11,五险一金，节日福利，生日礼物，员工旅游，加班补助，带薪年假,西安开驰曼,油气储运，数学，分析,12,5.0,6,10,6,3,数据服务,4,6,0.06689590497030322,2,1.4916078,0.17496687
1037,大数据技术经理,12-20K,5-10年，本科,14,五险一金，带薪年假，节日福利，年终奖，零食下午茶,江西高创,Java，Shell，Spark，计算机相关专业,12,16.0,6,5,5,4,通信/网络设备,7,7,0.15129728040012505,4,-0.03558008,-0.39874732
1038,超市数据采集（高县兼职）,15-20元/时,经验不限，学历不限,1,餐补，定期体检，免费班车，零食下午茶，五险一金，加班补助，带薪年假，免费住宿，节日福利,蓝月亮,兼职，就近安排，时间自由,12,17.5,1,10,9,3,生活服务,10,10,0.17442950922163172,1,3.0853245,-7.23203
1039,数据中心机房设计师,8-10K,1-3年，大专,111,,昌亿,IDC机房，强弱电，工程造价，概预算，Ups电源,12,9.0,5,7,0,5,运营商/增值服务,4,6,0.25695529853079097,2,0.18573084,0.4758563
1040,数据标注工程师,3-5K,经验不限，中专/中技,1,,河南省啦了个哐科技,全职工作，数据标注，图片标注，标框标注，数据分析能力强,12,4.0,3,10,0,5,分类信息,4,7,0.023757424195060953,3,2.73817,-0.5731746
1041,数据咨询合伙人,25-50K,经验不限，学历不限,8,,智启未来科技有限公司,SQL，Python，Java,12,37.5,1,10,0,3,企业服务,4,5,0.24663957486714608,3,4.1669264,-0.42317957
1042,航测内业数据处理,5-10K,经验不限，大专,221,,天一佳信,需求采集,12,7.5,5,10,0,1,计算机服务,4,7,0.4542044388871523,0,0.043323938,3.5251489
1043,数据通信工程师,10-11K,1-3年，本科,22,通讯补贴，全勤奖，加班补助，年终奖，餐补，五险一金，交通补助，住房补贴,天禧照明,大数据，无线通信，5G，数据通信,12,10.5,6,7,8,4,食品/饮料/烟酒,4,5,0.12253829321663026,2,0.5904962,-0.07375701
1044,数据库运维工程师,6-10K,1-3年，本科,12,五险一金，年终奖,云建,DBA，MySQL，Oracle，PostgreSQL，Shell，运维工程师,12,8.0,6,7,2,6,专利/商标/知识产权,4,5,0.07158487027195999,2,0.5373074,-0.033657707
1045,数据编译工程师(J10990),20-40K·14薪,3-5年，本科,221,免费班车，五险一金，定期体检，零食下午茶，年终奖，餐补，交通补助，通讯补贴，员工旅游，带薪年假，节日福利，补充医疗保险，股票期权,四维图新,C++,14,30.0,6,6,13,1,互联网,10,9,0.6836511409815568,1,-2.7542093,-4.232429
