岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
数据标注专员-天津,5-7K·14薪,经验不限 本科,天津·红桥区·水游城,定期体检，五险一金，节日福利，法定节假日三薪，零食下午茶，保底工资，绩效奖金，节假日加班费，股票期权，高温补贴，加班补助，住房补贴，夜班补助，补充医疗保险，餐补，年终奖，生日福利，团建聚餐，意外险，带薪年假,字节跳动,互联网未融资10000人以上,['图片文字音频视频']
数据标注,3-7K,经验不限 学历不限,临汾·尧都区·尧庙,,方云信息科技有限公司,数据服务100-499人,['图片文字音频地图视频']
数据开发,10-15K,3-5年 本科,福州·鼓楼区·铜盘,,格睿祥发,通信/网络设备0-20人,['SQLHIVE']
数据安全项目经理（成都）,20-40K·15薪,3-5年 本科,成都·双流区·华阳,餐补，零食下午茶，定期体检，补充医疗保险，通讯补贴，五险一金，员工旅游，带薪年假，节日福利，交通补助，年终奖,安恒信息,信息安全已上市1000-9999人,['计算机相关专业']
Java后端开发（数据平台）,25-50K·16薪,3-5年 本科,上海·徐汇区·田林,团建聚餐，年终奖，定期体检，年会福利，节日福利，五险一金，带薪年假，零食下午茶，补充医疗保险,米哈游,游戏不需要融资1000-9999人,['后端工程师Java大数据数据报表数据中台']
数据库架构师,20-30K,3-5年 本科,深圳·宝安区·西乡,年终奖，员工旅游，节日福利，五险一金，专业培训，零食下午茶，带薪年假,千巡科技,智能硬件A轮20-99人,['Java数据库系统架构']
数据处理员,3-6K,经验不限 大专,太原·小店区·富士康,,天测,数据服务不需要融资500-999人,['视觉图像算法']
数据库高级研发工程师 (MJ000001),30-60K·14薪,5-10年 学历不限,上海·徐汇区·漕河泾,年终奖，通讯补贴，定期体检，五险一金，补充医疗保险,星环,数据服务已上市1000-9999人,['分布式技术OLTP数据库内核分布式数据库大数据']
数据产品经理,20-40K·14薪,5-10年 本科,上海·浦东新区·陆家嘴,五险一金，带薪年假，节日福利，全勤奖，补充医疗保险，年终奖，员工旅游，定期体检，餐补,阅文集团,互联网已上市1000-9999人,['产品设计大数据产品']
医学数据专员,4-6K,1-3年 本科,长沙·芙蓉区·韭菜园,五险一金，加班补助，全勤奖，年终奖,连康医疗,医疗设备/器械天使轮0-20人,['临床研究生物工程']
大数据专家,35-60K·14薪,5-10年 本科,北京·海淀区·清河,交通补助，带薪年假，包吃，年终奖，补充医疗保险，股票期权，免费健身房，定期体检，零食下午茶，五险一金，免费班车，通讯补贴，节日福利，员工旅游,金山云,互联网已上市1000-9999人,['微服务架构负载均衡技术架构师SpringCloud']
体育数据运营,5-8K·14薪,经验不限 学历不限,上海,交通补助，零食下午茶，年终奖，定期体检，五险一金，带薪年假，住房补贴，加班补助，生日福利，夜班补助，节假日加班费，法定节假日三薪，节日福利，团建聚餐，员工旅游,纳纳科技,数据服务不需要融资100-499人,['业务数据分析']
数据标注专员,2-7K,经验不限 学历不限,信阳·固始县·成功大道,,永森科技,数据服务20-99人,['图片地图']
数据标注专员,4-7K,经验不限 学历不限,南昌·南昌县·象湖,,墨笙科技,互联网20-99人,['稳定，轻松，高薪音频文字图片不涉黄涉暴']
数据标注专员,3-6K,经验不限 初中及以下,漯河·临颍县·文化路,全勤奖，节日福利,漯河览众数据,数据服务未融资20-99人,['全职工作标注方法优化标注结果抽查数据标注']
数据标注专员,2-7K,经验不限 中专/中技,临汾·尧都区·尧庙,,车之源商贸,银行未融资0-20人,['数据标注不接受居家办公全职工作数据分析能力强']
数据仓库经理,10-15K,3-5年 大专,西安·雁塔区·电子城,交通补助，带薪年假，节日福利，意外险，五险一金，年终奖，团建聚餐，加班补助，生日福利，法定节假日三薪，补充医疗保险，通讯补贴,北京希嘉创智数据技术,数据服务A轮100-499人,['计算机相关专业KettlePL/SQLoracle项目管理']
数据采集专员,4-5K·13薪,1-3年 大专,武汉·江夏区·藏龙岛,,深圳智力电源有限公司,新能源20-99人,['数据采集数据标注']
数据标注专员,3-6K,经验不限 学历不限,新乡·红旗区·宝龙城市广场,团建聚餐，绩效奖金，有无线网,顶利,数据服务未融资20-99人,['全职工作标注方法优化图片标注文本标注区域标注']
英文数据处理,3-5K,经验不限 大专,苏州·苏州工业园区·独墅湖,零食下午茶，股票期权，员工旅游，节日福利，带薪年假，年终奖，定期体检，五险一金,声通,数据服务A轮20-99人,['CET-6英文编辑数据标注']
大数据开发,8-12K,3-5年 大专,济南,团建聚餐，带薪年假，全勤奖，零食下午茶，生日福利，加班补助，定期体检，节日福利，补充医疗保险，年终奖，员工旅游，工龄奖，五险一金,融托科技,电子商务未融资100-499人,['大数据开发经验计算机相关专业']
数据标注专员,2-6K,经验不限 大专,扬州·广陵区·东花园,节日福利，有无线网，团建聚餐，工龄奖,凌鹰数据,数据服务未融资0-20人,['数据标注不接受居家办公视频标注数据分析能力强']
大数据研发工程师,15-30K·15薪,1-3年 本科,杭州·余杭区·仓前,高效办公支持，餐补，零食下午茶，节日福利，定期体检，股票期权，年终奖，员工旅游，带薪年假，带薪路途假，交通补助，补充医疗保险，家属商保，五险一金,贝联珠贯,计算机软件天使轮20-99人,['YarnSparkAzkabanAmbariHadoopFlinkHDFS']
数据技术员,4-7K·13薪,经验不限 大专,福州·马尾区·马尾,住房补贴，定期体检，加班补助，年终奖，五险一金，带薪年假，全勤奖，节日福利，餐补,福建星云检测,新能源已上市100-499人,['数据 行政 后勤']
大模型数据算法实习生,7-8K,经验不限 本科,北京·海淀区·安宁庄,不定期培训，补充医疗保险，定期体检，带薪年假，年终奖，全勤奖，餐补，节日福利，商业保险，五险一金，购房福利,好未来,互联网已上市10000人以上,['计算机相关专业业务导向深度学习经验Python']
网络货运数据经理,5-6K,1-3年 大专,鄂尔多斯·东胜区·万正广场,,煤炭网,电子商务20-99人,['数据平台搭建经验渠道数据分析经验电商人工智能']
资深数据开发工程师,30-45K·14薪,5-10年 本科,北京,零食下午茶，定期体检，员工旅游，年终奖，五险一金，补充医疗保险，加班补助，节日福利，带薪年假，交通补助，餐补,搜狐,移动互联网已上市10000人以上,['JavaScalaHive计算机相关专业大数据开发经验']
数据治理工程师,13-18K·14薪,3-5年 本科,福州·闽侯县·建新,年终奖，生日福利，节日福利，员工旅游，餐补，通讯补贴，定期体检，交通补助，五险一金，带薪年假，零食下午茶,南威软件,计算机软件已上市1000-9999人,['大数据开发经验数仓设计/开发经验数据建模经验']
大数据运维工程师,15-25K·15薪,3-5年 本科,北京·海淀区·西北旺,餐补，交通补助，年终奖，带薪年假，五险一金，股票期权，团队建设，通讯补贴，资质证书培训，定期体检，工龄奖金，感恩父母，员工旅游,百望股份,互联网C轮500-999人,['大数据分布式技术PythonLinux大数据运维Docker']
前台数据文员,3-4K,1年以内 学历不限,茂名,节日福利，保底工资，底薪加提成，带薪年假，员工旅游，补充医疗保险，零食下午茶，通讯补贴，法定节假日三薪，生日福利，团建聚餐，有无线网,道育成,培训机构不需要融资0-20人,['财务经验']
数据安全总监,20-40K,3-5年 本科,北京·海淀区·交通大学,五险一金，交通补助，通讯补贴，股票期权，定期体检，餐补，加班补助，带薪年假，年终奖,国舜股份,信息安全已上市100-499人,['安全体系架构和研发安全运维和保障安全架构搭建经验']
【阿里内推】JAVA/数据开发工程师,26-50K·16薪,3-5年 硕士,杭州·西湖区·西溪,年终奖，员工旅游，节假日加班费，法定节假日三薪，定期体检，住房补贴，包吃，意外险，绩效奖金，带薪年假，零食下午茶，交通补助，餐补，五险一金，节日福利，加班补助，股票期权，团建聚餐，免费班车，补充医疗保险,蚂蚁金服,互联网未融资10000人以上,['JavaSQLPythonShellHadoopSpark分布式技术']
数据开发工程师,5-10K,经验不限 本科,连云港·连云区·朝阳,全勤奖，年终奖，生日福利，五险一金，带薪年假，工龄奖，餐补，意外险，企业年金，员工旅游，定期体检，绩效奖金，团建聚餐,连云港家得福,其他行业未融资1000-9999人,['Java计算机相关专业']
大数据开发工程师,3-4K,在校/应届 本科,济南·历下区·齐鲁软件园,五险一金，年终奖，员工旅游，带薪年假，定期体检，通讯补贴，交通补助，节日福利,山东麦港,计算机软件天使轮20-99人,['PythonHadoop']
大数据挖掘算法工程师,10-15K,1-3年 本科,成都,带薪年假，五险一金，年终奖,阿尔戈纳威,智能硬件未融资20-99人,['PythonSparkHive计算机相关专业数学/统计相关专业']
大数据开发工程师,15-20K·14薪,3-5年 本科,杭州·临平区·临平,餐补，年终奖，加班补助，定期体检，带薪年假，五险一金，节日福利,浙江春风动力股份...,汽车生产已上市1000-9999人,['SQLJavaSparkHadoopHbaseKafkaFlink']
数据开发工程师,15-20K·13薪,1-3年 本科,北京·朝阳区·大屯,员工旅游，年终奖，定期体检，带薪年假，五险一金，补充医疗保险,数怡星联,移动互联网未融资20-99人,['大数据BISparkFlink实时']
中级数据开发（泸州出差）,10-15K·13薪,3-5年 本科,泸州·江阳区·佳乐世纪城,加班补助，年终奖，股票期权，节日福利，带薪年假，定期体检，补充医疗保险，餐补，员工旅游，五险一金,领雁科技,计算机软件不需要融资1000-9999人,['SQL计算机相关专业大数据开发经验ETL开发经验']
项目经理（数据治理）,15-25K·13薪,5-10年 本科,杭州·滨江区·长河,团建聚餐，带薪年假，年终奖，五险一金,思途,数据服务未融资100-499人,['企业内部技术项目管理软件研发经验大数据项目管理经验']
数据库架构师,21-35K·15薪,10年以上 本科,苏州·苏州工业园区·独墅湖,法定节假日三薪，加班补助，团建聚餐，意外险，员工旅游，底薪加提成，五险一金，企业年金，定期体检，免费班车，保底工资，工龄奖，年终奖，节假日加班费，补充医疗保险，零食下午茶，生日福利,华为云计算,互联网不需要融资10000人以上,['OracleDBA工作经验数据库工程交付经验计算机相关专业']
军队文职+大搜数据,15-20K,经验不限 学历不限,北京·昌平区·天通苑,保底工资，零食下午茶，团建聚餐，工龄奖，底薪加提成，带薪年假,金将优学,培训机构不需要融资100-499人,['全职工作培训机构线下教育线上教育成人/通用']
内业数据处理专员,3-5K,1-3年 本科,武汉,五险一金，股票期权，节日福利，带薪年假，定期体检，年终奖，餐补，周末双休,数字政通,计算机软件已上市1000-9999人,['地图数据']
数据标注员,3-6K,经验不限 大专,长治·潞州区·城隍庙,带薪年假，五险一金，节日福利，有无线网，夜班补助，年终奖，节假日加班费，团建活动，加班补助，绩效奖金，员工旅游，全勤奖,灵波微步,移动互联网未融资500-999人,['全职工作数据标注图片标注文本标注语音标注']
