,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score
1046,环保数据审核员,5-7K·13薪,1-3年，本科,长沙,定期体检，年终奖，带薪年假，通讯补贴，包吃，节日福利,微智兆,环保，环境，朝九晚五双休,13,6.0,本科,1-3年,6,3,智能硬件,未融资,100-499人,0.22152925800631093
1047,大数据开发工程师,12-18K,1-3年，本科,深圳,员工旅游，带薪年假，团建聚餐，零食下午茶，绩效奖金，五险一金,笑傲科技,大数据开发经验,12,15.0,本科,1-3年,6,1,电子商务,未融资,100-499人,0.26826558077690893
1048,APP/前端数据监测工程师,10-15K·13薪,1-3年，本科,北京,,Truemetrics,IOS，Android，小程序，移动端，JavaScript,13,12.5,本科,1-3年,0,5,互联网,不需要融资,20-99人,0.2817114606883514
1049,数据产品经理,12-18K,3-5年，本科,广州,年终奖，员工旅游，节日福利，带薪年假，零食下午茶，五险一金，定期体检,数说故事,TO B，数据产品，大数据产品，产品经理，商业产品，社交,12,15.0,本科,3-5年,7,6,互联网,C轮,500-999人,0.5221216153432591
1050,产品经理（数据库）,15-30K·15薪,5-10年，本科,广州,,天翼云科技公司,B端产品，云计算产品，产品规划，需求分析，产品设计,15,22.5,本科,5-10年,0,5,互联网,未知,1000-9999人,0.3843097351836029
1051,数据工程师(爬虫),15-28K·14薪,在校/应届，本科,北京,年终奖，交通补助，股票期权，有竞争力薪酬，定期体检，节日福利，支持远程工作，设备补贴，五险一金，带薪年假,尘宇空间,网络爬虫技术，网络协议，数据挖掘，Python，SQL,14,21.5,本科,在校/应届,10,5,互联网,不需要融资,0-20人,0.4372138973031802
1052,数据统计专员,5-6K,3-5年，本科,潍坊,五险一金，补充医疗保险，餐补，加班补助，年终奖，员工旅游，带薪年假，定期体检，通讯补贴,中润浩科集团,人口普查，经济普查等,12,5.5,本科,3-5年,9,2,建筑设计,未融资,100-499人,0.17315282488670622
1053,DBA数据库工程师,15-30K·15薪,3-5年，本科,兰州,交通补助，员工旅游，定期体检，带薪年假，节日福利，住房补贴，补充医疗保险，年终奖，股票期权，零食下午茶，全勤奖，五险一金，餐补,大成智慧科技,DevOps,15,22.5,本科,3-5年,13,1,互联网,天使轮,100-499人,0.3478309797853864
1054,数据标注员,3-4K·24薪,经验不限，初中及以下,辽源,补充医疗保险，加班补助，定期体检，全勤奖，年终奖，零食下午茶，包吃，节日福利，餐补,点云数字,全职工作，标注方法优化，标注结果抽查，数据标注,24,3.5,初中及以下,经验不限,9,4,数据服务,不需要融资,20-99人,0.4794103024481619
1055,数据标注实习生,80-160元/天,6天/周，,许昌,有无线网，员工旅游，团建聚餐，夜班补助，年终奖，全勤奖，底薪加提成，节日福利，绩效奖金,河南霸行科技有限公司,全职工作，标注方法优化，标注结果整理，数据标注,12,3.0,学历不限,经验不限,9,4,互联网,未融资,100-499人,0.4019074212199038
1056,数据标注员,3-6K,经验不限，大专,平顶山,,宝丰县柏琳家纺店,全职工作，数据标注，图片标注，标框标注，接受加班,12,4.5,大专,经验不限,0,5,服装/纺织/皮革,未知,0-20人,0.16659161861741015
1057,数据建模专家 / 算法工程师,20-40K·14薪,3-5年，本科,上海,慰问礼金，带薪年假，五险一金，1年2次调薪，定期海外旅游，年终奖，定期团建，节日福利，补充医疗保险，定期户外拓展，国家法定假期，生育礼金，结婚礼金，带薪病假，零食下午茶，餐补，健身俱乐部,旭荣科技,Python，金融行业数据相关经验，信贷，消费金融，风控,14,30.0,本科,3-5年,17,5,互联网,未融资,20-99人,0.5141481816124959
1058,运维大数据工程师,20-30K,1-3年，本科,上海,,春秋航空股份有限公司,计算机相关专业,12,25.0,本科,1-3年,0,1,交通/运输,已上市,1000-9999人,0.5876290877849984
1059,广告数据整理兼职,1-2K,经验不限，中专/中技,合肥,,中皖,日结，包午餐,12,1.5,中专/中技,经验不限,0,2,广告/公关/会展,未知,0-20人,0.1375762251727688
1060,大数据开发（java),20-30K,3-5年，本科,杭州,有无线网，免费工装，团建聚餐，交通补助，年终奖，餐补，补充医疗保险，员工旅游，生日福利，股票期权，通讯补贴，定期体检，法定节假日三薪，节日福利，生日福利，五险一金，零食下午茶，多路线班车，带薪年假，周三运动日,数梦工场,Java，Java开发经验，计算机/软件工程相关经验,12,25.0,本科,3-5年,20,3,数据服务,B轮,1000-9999人,0.6563177668463952
1061,数据标注运营专员,3-6K,经验不限，中专/中技,自贡,全勤奖，加班补助，年终奖，员工旅游，节日福利，餐补，交通补助，五险一金,河北胜图,全职工作，数据标注，图片标注，文本标注，区域标注,12,4.5,中专/中技,经验不限,8,5,数据服务,不需要融资,100-499人,0.3816911545367224
1062,大数据专家,25-45K·15薪,5-10年，本科,杭州,员工旅游，带薪年假，年终奖，定期体检，交通补助，餐补，住房免息贷款，免费班车，节日福利，通讯补贴，加班补助，包吃，补充医疗保险，五险一金,浙江大华,分布式技术，hadoop，大数据，java,15,35.0,本科,5-10年,14,4,互联网,已上市,10000人以上,0.8374594462959036
1063,数据情报实习生,120-170元/天,4天/周，本科,上海,,爱达品智,调研员,12,4.0,本科,经验不限,0,1,互联网,A轮,0-20人,0.21981880398987502
1064,数据标注专员,3-5K,经验不限，大专,太原,年终奖，绩效奖，员工旅游，节日福利，带薪年假，全勤奖,驰达盛立,图片，文字，不涉黄涉暴,12,4.0,大专,经验不限,6,3,电子商务,不需要融资,20-99人,0.227287322669684
1065,数据标注专员,2-6K,经验不限，大专,大同,绩效奖金，年终奖，五险一金,山西洋芷信息科技,全职工作，标注方法优化，数据标注，标注数据分析,12,4.0,大专,经验不限,3,4,数据服务,未融资,0-20人,0.17060328022069798
1066,数据产品经理,10-20K,3-5年，本科,南京,年终奖，五险一金，定期体检，带薪年假，餐补,苏宁云商集团,大数据，产品经理，项目管理,12,15.0,本科,3-5年,5,3,互联网,已上市,10000人以上,0.5887262368062446
1067,数据标注专员,3-4K,经验不限，中专/中技,宿迁,绩效奖金，住房补贴，包吃，包住，五险一金，免费工装，团建聚餐，餐补，有无线网，零食下午茶，底薪加提成，宿舍有空调,京彩唛语,数据标注，文本标注，全职工作，标注结果整理,12,3.5,中专/中技,经验不限,12,4,电子商务,未融资,1000-9999人,0.4894625877044401
1068,数据标注专员,2-3K,经验不限，大专,珠海,年终奖，员工旅游，带薪年假，定期体检，节日福利，补充医疗保险，股票期权，加班补助，零食下午茶，五险一金,极视角,数据标注，图片，全职工作，描点标注，视频，文字,12,2.5,大专,经验不限,10,6,计算机软件,C轮,100-499人,0.5219910194008871
1069,数据标注兼职,2000-5000元/月,经验不限，学历不限,安阳,交通补助，节日福利，高温补贴，餐补，全勤奖，零食下午茶，节假日加班费，生日福利，加班补助，绩效奖金，通讯补贴，团建聚餐,安阳市浩伟电子商务,全职工作，兼职工作，数据标注，图片标注，文本标注,12,3.5,学历不限,经验不限,12,5,电子商务,不需要融资,20-99人,0.41264685875184026
1070,数据标注专员,3-5K,经验不限，高中,庆阳,,沃行科技,全职工作，兼职工作，数据标注，图片标注，文本标注,12,4.0,高中,经验不限,0,5,数据服务,未知,100-499人,0.27998531443323266
1071,数据录入专员,1-2K,经验不限，学历不限,成都,绩效奖金，年终奖，定期体检，意外险，补充医疗保险，五险一金,思创瑞启,兼职，无需坐班，成都的,12,1.5,学历不限,经验不限,6,3,地产经纪/中介,不需要融资,0-20人,0.2703128751117394
1072,数据库开发工程师,8-13K,1-3年，大专,重庆,,亚鑫达,Linux，加密，Oracle,12,10.5,大专,1-3年,0,3,医疗健康,天使轮,20-99人,0.1728463574390957
1073,数据治理工程师,13-20K·13薪,3-5年，本科,苏州,节日福利，五险一金，年终奖，零食下午茶，带薪年假,苏州智在,ETL开发经验，PowerBI,13,16.5,本科,3-5年,5,2,互联网,未融资,20-99人,0.17170617812812805
1074,大数据开发工程师-电商业务,25-50K·15薪,经验不限，本科,杭州,家庭关爱假，补充医疗保险，餐饮及下午茶，年度体检，弹性工作制，免费健身设施，节日礼品，就近租房补贴，家属自选保险，五险一金,今日头条,Python，Scala，Spark，Hbase，Flink，Kylin，Druid,15,37.5,本科,经验不限,10,7,移动互联网,未融资,10000人以上,0.7842072915122011
1075,数据库测试工程师,15-25K,5-10年，本科,深圳,意外险，定期体检，股票期权，零食下午茶，五险一金，年终奖，生日福利，通讯补贴，带薪年假，员工旅游，补充医疗保险，团建聚餐，餐补，加班补助，绩效奖金，七险一金，节日福利,贝格迈思,性能测试，功能测试，MySQL,12,20.0,本科,5-10年,17,3,计算机服务,天使轮,20-99人,0.38798223717535757
1076,bi数据开发工程师,8-12K,3-5年，大专,武汉,绩效奖金，五险一金,源于信科技,C++，Java，Python，计算机相关专业，大数据开发经验,12,10.0,大专,3-5年,2,5,计算机软件,未融资,20-99人,0.1954247254906847
1077,数据咨询师/数据治理咨询师,15-30K·13薪,经验不限，本科,成都,五险一金，年终奖，补充医疗保险，住房补贴，节日福利，带薪年假，员工旅游，交通补助，定期体检,喆塔科技,客户售前支持，信息化战略规划,13,22.5,本科,经验不限,9,2,计算机软件,未融资,100-499人,0.38727312563487565
1078,大数据测试工程师,15-25K,1-3年，本科,南京,补充医疗保险，定期体检，节日福利，五险一金，股票期权，零食下午茶，加班补助，员工旅游，餐补，年终奖,华为,自动化测试经验，Java，测试工作经验，自动化测试,12,20.0,本科,1-3年,10,4,计算机软件,不需要融资,10000人以上,0.49513301269516913
1079,大数据研发工程师,200-250元/天,4天/周，本科,南京,补充医疗保险，带薪年假，节日福利，定期体检，五险一金,百胜,Scala，Spark，Flink，计算机相关专业，kafka,12,6.5,本科,经验不限,5,5,餐饮,已上市,10000人以上,0.6875616802439896
1080,高级大数据工程师（深圳）,15-25K,3-5年，大专,深圳,定期体检，员工旅游，年终奖，零食下午茶，带薪年假，五险一金，节日福利，商业意外险，交通补助,银兴智能数据,Python，Shell，分布式技术，网络协议,12,20.0,大专,3-5年,9,4,数据服务,未融资,20-99人,0.3407694230314197
1081,数据中心运维值班长,8-10K,1年以内，大专,无锡,,中物达,IDC机房运维，运维经验，基础设置运维,12,9.0,大专,1年以内,0,3,计算机服务,未知,500-999人,0.24639977853217854
1082,数据算法工程师,30-50K,3-5年，硕士,北京,交通补助，年终奖，节日福利，补充医疗保险，带薪年假，住房补贴，股票期权，免费早晚餐，五险一金，包吃，免费班车，员工旅游，定期体检，零食下午茶，免费健身房，公仔周边活动，餐补,腾讯,推荐算法，深度学习算法，机器学习算法，Spark，Python,12,40.0,硕士,3-5年,17,5,互联网,不需要融资,10000人以上,0.7216233620917458
1083,生产数据统计员,4-5K·13薪,经验不限，本科,南昌,定期体检，全勤奖，年终奖，餐补，员工旅游，补充医疗保险，五险一金，带薪年假，节日福利,南昌湘大,生产文员/统计员,13,4.5,本科,经验不限,9,1,农/林/牧/渔,已上市,1000-9999人,0.5666183398351672
1084,大数据开发工程师,12-20K·13薪,3-5年，本科,长沙,五险一金，零食下午茶，餐补，交通补助，员工旅游，通讯补贴，节日福利，补充医疗保险，定期体检，住房补贴，带薪年假,大大买钢,SQL，Spark，Hadoop，Kafka，Flume，Impala，Sqoop,13,16.0,本科,3-5年,11,7,电子商务,A轮,500-999人,0.5083884391625969
1085,大数据架构师,18-35K,3-5年，本科,厦门,定期体检，节日福利，年终奖，员工关怀，补充医疗保险，带薪年假，工会福利，五险一金，零食下午茶，餐补,建信金科,数据架构师，数据仓库，Hive，Hadoop，Spark，Kafka,12,26.5,本科,3-5年,10,6,银行,不需要融资,1000-9999人,0.4875252377337149
1086,数据挖掘初级工程师,8-13K·13薪,1年以内，本科,大连,年终奖，交通补助，五险一金，通讯补贴，节日福利，员工旅游,大连同欣,机器学习算法，算法设计，人工智能，大数据，数据挖掘,13,10.5,本科,1年以内,6,5,计算机服务,未融资,0-20人,0.20584264484294063
1087,大数据运维工程师,8-12K,1-3年，本科,西安,年终奖，节日福利，五险一金，带薪年假，补充医疗保险,中能瑞通,Spark，Hadoop，Flume，HDFS，HIVE，Flink，Hbase,12,10.0,本科,1-3年,5,7,电力/热力/燃气/水利,未知,100-499人,0.2977023700461811
1088,工业数据应用高级工程师,12-18K·16薪,3-5年，本科,常州,节日福利，员工旅游，免费班车，带薪年假，年终奖，定期体检，补充医疗保险，零食下午茶，通讯补贴，五险一金，餐补，交通补助，住房补贴,天合光能,产品设计,16,15.0,本科,3-5年,13,1,新能源,已上市,10000人以上,0.6447711166088776
